id,predicted_price
2591820310,366423.30719957745
7974200820,824226.919599073
7701450110,1034699.1557155927
9522300010,1821650.6691790111
9510861140,718837.49162398
1761300310,251769.96483273213
7732410120,846780.2345013485
7010701383,602570.9533687088
291310170,408451.24035115214
4232901990,543023.986687613
6840701125,655287.9629691038
3971700580,388849.2907807516
4202400078,251622.052462964
6064800090,320955.4191268194
2626119028,260477.29061077873
3303980660,1108134.7404554724
862000020,821878.7746167597
2386000070,937301.180358055
1138000450,377159.9731090448
1775800420,425040.2641120898
2291401425,448569.5156249409
2025770560,921551.5082941165
3525069037,674493.0283943652
9324800450,587749.6491122472
8080400136,515719.52795048116
8651540040,518482.05284850305
9407001790,243663.02896827977
1773101530,192236.99035903037
9432900250,322491.57358145574
1794500695,546306.492246497
2220069003,327182.19530892017
923000120,423268.63451690285
5728000060,538019.8123558951
16000200,225951.2877002997
1926059094,420027.183782167
6672900220,972327.0964746805
3629860060,847167.8747055748
1822069109,432315.1727908387
6675500105,385504.29809141916
249000180,1827620.392832044
226059065,498352.11926198594
396100110,238622.99937684325
9264450460,301876.6227016347
7853361210,388087.9578378395
9474700020,318566.3476266385
421000455,247712.68690965185
3755200220,425694.3065377068
7960100075,474523.11631613964
9477100490,411634.72665709414
9138100350,764906.981881364
1624049275,499744.40034077084
2770606890,532961.0658995917
1157200189,459606.8517310856
2770601800,511468.0008955376
9301300805,537547.8321140558
2325069032,1258990.8881752542
1021079099,343420.3564408389
7215730040,706892.4763660195
1853200080,445336.80438565643
3224600340,689418.7964007573
3222049120,399247.44843896537
2113700025,285555.2281084169
7893207925,221561.99193391314
3586501085,594233.4330378501
8024200010,382014.7134614316
7116500705,177653.1485730364
1598600209,329438.5504837959
7204200025,677505.7807058791
4206901505,581550.2800262608
2937300440,939500.7497927591
7205000180,315402.40157107566
8718500665,381947.83481684886
5318101765,837895.510109892
4122700020,987396.7745245926
8078700020,472167.3379150213
3303980680,875461.514576238
8924100372,1198788.4840415982
2781270210,204613.2379102031
519000043,568983.1787410263
3225069301,1294693.152134089
151000075,732714.5262885834
2297400020,435405.038475309
6617500085,632575.1090901935
104510180,243142.7408848044
3528900060,984457.6495939619
3345100286,465472.1660312962
1226039130,419878.28322808305
8712100720,735430.0176416279
3037200010,406649.8688125022
3626039268,472533.7839857063
104510230,232056.1756816349
5112800060,403640.79075411044
6072400280,608667.7235780428
5317100570,1139510.5831005222
9528102993,575357.835557528
2919201095,509897.0919152823
6181400920,261468.92513810773
185000161,249493.82499532995
8691400010,743233.972949946
3345700165,504137.05669297563
6151800486,233077.21466667633
4340000080,1247002.591969041
4136960010,502306.68938813533
3634100030,301956.38887146243
1624059224,1029158.7784301507
2788400090,262051.95739849485
9828200762,475474.41304448876
7524400250,481938.07321478555
3528000290,720681.8228004187
5700003630,2014156.771511499
2720069019,303643.2728060527
7227501170,235642.6639592014
2397101270,590757.5666725206
6792100090,748893.700382305
2770602265,538958.3512393129
3971700937,298211.61707139283
422049203,224606.57304304192
3076500830,325326.3735482453
1423400260,299839.06474671507
9161100795,452350.53365558677
3126049052,494018.46005932486
5100401468,444728.9216761869
514500235,451839.88188161707
1423200170,214013.0189527639
1402100070,399836.24672808143
624110020,794960.6563891007
2407000145,208140.29401211345
1890000225,936850.438564189
1320069271,299642.62503345625
5490700085,395218.43544192356
263000155,454512.5207969152
3726800201,405330.98412212497
5153200358,317581.0623984484
2725079018,780205.9335894113
7165700200,266073.50447164354
9429000170,560181.7922952054
8718500075,359161.2205760715
1760650950,309304.94596303627
1068000559,1199270.703073729
4113800500,622715.4324676574
4077800507,487846.75902393175
2725069150,701722.9153840588
4008400035,732198.9630260688
7016310270,423276.2244126421
1432701230,221739.94917589775
3278606050,346785.35300170205
2473350710,378297.31377112365
2185000685,170969.0297598814
7792000025,387575.6479971565
6868200029,521956.1742275589
624069003,805888.6801329963
7431500280,841157.5021646929
3296000040,533318.0858751637
1118001215,1594143.041372153
6453900040,853602.0183408397
333100209,970436.2915319089
34001765,554304.5070954273
8946700100,393363.7937210103
5561401210,594908.9504882237
6671900095,342116.5790108276
3275850020,712089.652779727
3876300600,421415.5360339691
1450900020,261609.3222703581
8562780280,315659.0140743262
7663700973,325129.7861671572
2126049032,350233.2355137921
1823059159,185767.65225394326
3438503426,250666.81110146674
9297301495,510509.7001856727
7140700850,353081.17269050295
7942601805,702738.8249595506
2555900030,364696.204218169
2887970040,268477.2515767671
7419700010,671253.5201338916
2239000011,394718.4774115807
9283800050,323824.3684661867
9407001340,233310.17232198114
217500140,486591.7781240981
7212660520,238939.34570092228
3298201170,343516.9499762831
3057000400,279246.3668901929
6865200444,479789.1627646484
6071600340,525967.9365803732
6821600005,671485.0448345063
1235100371,866632.1140746715
7796450340,355868.68218285375
3603000410,160854.43308508687
9297300255,487050.05484222894
9126100850,593906.957049976
2770601462,502649.04250285326
2599001500,216622.44421862546
1102000095,765797.9562949892
1853080640,905379.471514938
9551201585,757061.0392945786
3438500796,308333.3626531017
7518504291,524934.959581201
9269200340,426139.68640473235
715010130,1443339.8415730598
1982201485,636975.9876799445
9526500080,414612.1088244151
9277200180,465960.0762575753
6669150280,299058.0553746565
8917100153,607810.4526642059
3760500516,1286027.3408786412
2725069050,936979.5176581467
3332000091,365602.36183204886
8562770080,604981.258869144
8151601190,288076.48913057806
8563040160,596900.4600498143
240000269,660012.6371840944
4307350200,322741.58652270667
1311910300,269699.0352509746
3574900030,501076.2818908872
7853230570,434160.02802464756
320069049,363830.2507167018
9839301060,648791.3461355891
7011201333,605442.0771962487
2781320100,305564.783057572
3421069120,455292.2286185131
7852030320,489843.8394741661
5316101075,2170837.850831366
5309100750,547199.0519033083
629000730,690421.9861105279
511700170,284411.97771846195
1562100030,546260.8411572725
2489200230,532305.9711451187
524069116,526739.8611026818
5315100737,1044768.2800426582
1868900675,857855.1351312913
1608000120,342520.91524038836
705700240,338376.45684220945
7575600610,259394.63320110188
1778500015,717106.5472358859
5423500240,201495.31170590667
6713700025,334837.5172503829
2734100734,311420.1841650467
301402280,200751.03050302688
2113700205,284924.0199503764
4114601570,2272391.4209535723
3332000615,353174.2761196012
3630050180,345123.0918955209
6852700520,520429.8084077542
6870310010,691214.2036316277
6163900981,314476.61892764876
393000142,379910.9070894143
1771100130,318572.92481044837
1442860160,405504.6322092129
9191200435,546434.6408602262
6788200800,1011404.6523062828
1115300070,656996.8870069423
3176600105,690855.3637212389
2770604665,590369.035346683
5469500580,427841.1655483313
5680000545,531410.708545146
3424089119,526029.5499989307
1328300180,324780.38455762627
1773100922,332668.12638580304
4123830480,320595.579038008
9808610190,972878.2442582439
4250200140,280980.2105702603
4217402115,2403458.925909168
3831250350,356840.6855775759
2397101055,726530.0456321535
6817850110,827516.2200486686
7526800200,636321.5686478938
7853370100,610309.6444311488
2523089025,887484.7490894395
9476200680,246102.14188698458
5714200140,414459.0649195933
3575304895,553923.1494352988
263000018,399921.3048195233
8080400177,542735.8008100992
6450304130,324953.73093944014
514500090,563347.285735867
9477000300,431590.9108766193
853600310,1384337.3651914783
1951600240,190719.5507950295
1099900120,343665.0462565534
5323100120,560587.6337327616
1223089016,420918.0608638355
522059172,244987.55024652422
1930300190,716169.2455031249
9542840410,305923.447112905
8665050530,500849.7190333603
5592900205,336530.17396117054
5450300010,588280.7815536795
2459960030,337714.9046595711
3331500455,622289.7720233463
3432500705,391031.28053244844
3702900165,340634.27967858734
5249803550,518370.2389045562
626049058,453361.53823813173
1788900380,188846.60319274582
8075400360,222707.4642109825
9113200250,739845.5906997831
2738640040,757345.310383511
7821200307,471365.2013777767
3530440140,227666.36276611712
3582700130,444167.82773725776
9276200569,753163.6863816715
7197800020,582777.4289816048
686200490,527031.845064955
3501600100,373566.026954576
6383000690,624079.0670659159
7604400150,356473.5707047607
5249801411,687107.0550178515
2607720420,450663.33405852213
9561100010,414791.1829848191
1796370590,258107.46989637797
4077800593,400076.4105478516
854000165,247971.47432460464
5536100010,821931.4345799378
4188000670,806049.7389982137
31000165,1259668.5139967357
662350050,877553.3764652105
4137000280,268795.73529101297
6169901130,907521.413161739
1953400510,234432.41077525305
7518506716,965979.466912207
1552520010,361059.7197975736
7955080270,311363.675759695
9212900100,559632.0701655525
3438500798,306943.44243369723
7899800890,205426.65250286576
4319200605,439050.9151183632
1329300480,364607.97519516514
8935100100,788779.942132299
5016001260,406571.18722465064
4337600280,269635.64389291604
1446401220,190483.9516153241
7135521530,641646.4549842553
6888900115,302757.7762620391
2413301070,296425.8011797427
345700040,291398.91646879993
5566100145,471515.9703103859
7634800070,375455.8374546791
9346910500,614998.890996983
3529300060,311194.0231986777
8128600060,1147793.1068330912
8572900275,196249.02138534683
4139420590,1352929.051873256
9274200322,561943.8049469963
1472700200,591517.1345826569
8820903380,577579.7612419236
8563010130,828897.8109830094
8965450110,884206.808613007
9274204230,540979.0008684004
8165501700,328777.97136982466
2193340260,536472.3850094874
1860600290,910137.3616703762
1222000055,200746.41281271353
2492200280,445344.5913137458
2488200455,383784.11563731724
809001520,1003915.0171591624
1796361140,242852.31802120036
6398000011,689050.2021348963
6813600365,577078.8262666923
7504100920,822291.9111623816
8835770330,607292.3671465069
524059322,867211.4236314236
4307330280,374424.8470270868
1245002952,963756.365426082
2021069059,255763.24846603183
5700000595,663909.8038505309
3629970930,753621.6102118738
3336002215,251235.61254336516
5100401060,634473.7113829289
3278600750,246315.50763595733
1126069045,1154397.4572832806
7568700175,316904.3553570659
452001475,480827.81965750636
9283800230,448169.809837318
1737300130,525406.9529945453
6189600040,513287.3203593709
3679400025,468340.59018094424
1096100010,303009.7866289554
9513900050,240147.8264826474
5452800645,747395.3881900016
273800100,243086.94686754147
7228500037,452178.91844146035
808300090,493844.8489971322
2493200215,568930.4577244874
5035300255,736904.9143754183
3380900160,379677.6690841005
3630000130,417835.7225188676
7300400670,292870.08081346453
6798100070,371661.95215304324
8078400010,567876.4696743451
5566100060,530808.9287750423
2768200212,526605.05728296
4035900060,550853.2080560627
9460000110,394771.04055628594
7199320190,586031.3415420112
2225039081,507580.95501055504
9512200050,512080.0424646923
2634500085,329428.26346708735
3654800200,265486.8814380426
2724079090,1060778.0005905067
2597520720,840113.5576896439
3034200426,401400.812860005
984000130,288513.9242062921
7852020670,414706.3935976546
7923500060,716702.319613878
2310030510,273075.24310399685
2205500540,484621.2059941516
2493200015,479676.4259034044
7853361420,568119.7697530668
5652600605,598781.3036177146
5285200020,282336.5599762437
9406530150,356453.8753380475
5706300020,478824.74372386653
3278602490,400123.2586954258
7197000100,498099.46912598447
4447300008,579260.7917498519
7899800045,223844.35230229315
9250900095,326342.49917538505
9268851740,663278.5245271983
8682261440,503933.3506579476
7284900385,910176.236902409
8079040300,413381.639297368
2225300585,415683.1594632752
3223039013,444962.3722075714
2013801350,261870.7613998963
4055701110,717611.7586577804
3578401770,435810.4136691211
4046500720,579051.1938660841
6145601745,349841.656446204
5207200195,689600.6195521717
1972201856,534068.8594670473
7212680080,259780.8466198402
7277100510,611586.5460658025
522079022,532189.3380324636
5605000440,853846.878251694
6632300230,346877.9351421377
8815400165,675184.3067263071
6708200320,480377.02275777684
2426059076,584862.999495387
3260200200,586377.9659608928
2770601741,474721.89621680346
4338800500,247034.38240014538
9201000320,725361.4008101645
7655900038,341620.5353664669
3625059140,537604.0278799587
4222310010,213279.64284447685
2114700115,314969.3424579344
3291800710,332911.2607364357
9406590010,372598.14397301123
3025059124,1848776.9114368465
7972601250,366633.05441477994
930000470,1083216.002253117
6690500060,522109.41779454664
16000015,187753.732001576
5693501102,558416.6564544163
8079040490,456451.8030084738
7225000155,367629.2083214632
8819900170,735496.2932485479
7972601270,343974.9366173602
1224069074,796001.8800105243
5126900321,360929.29114245437
3438501860,258038.15134349762
2822069080,428216.93635136716
1656600310,553312.4497256748
3856900507,1225334.9047793578
1626069139,521560.650649197
2524049257,1390774.2867458418
3904960150,556717.1456217157
7214820610,464165.78667244175
7977201845,636900.0741953899
2428100080,851156.785950718
2202500135,440068.74675465096
1523550220,647001.953793263
2313900610,456198.6644492205
4123840050,385507.5460764788
2125059124,1328659.074204046
1225039067,469276.6381502318
6431500283,467776.6402944318
2473380010,295908.3259633102
5694501195,390973.35708638706
2881700046,369725.89360996126
6837820330,320897.24054553517
2337300370,193859.53804689672
3876540630,232180.5225625179
626059317,345337.73610239686
3374500520,360876.9188602399
7228501903,391938.5636100665
4019300051,463206.42864277127
4232902615,583172.2618054019
3546000090,256700.92384305925
8127700215,708491.6330642176
3438501100,296081.3514134411
1769600066,641778.4202149721
8146100610,718974.8736203796
3052700695,590410.8768506962
7954310210,587445.3406662619
3761700053,1090477.014896382
1320069179,330844.46591504203
1331900410,815186.1491875533
7303100210,354752.4605930751
2464400285,515234.3323524915
6163901150,381048.90373125026
8955800045,317284.32827822014
2314300200,406719.96406543895
9528104360,408524.36794780946
4177100005,590548.6310405068
8856960260,325557.10685156524
1828001220,625571.5686506191
3066400710,642706.6570100395
624110610,894436.4354074069
4040800260,410071.0671649367
5019500215,465036.00727726857
2481630180,1395278.664284101
7203170190,685378.428256772
510001280,847926.9613514227
9430110120,678436.4073484348
1565950030,337155.8903251514
9828202255,702750.5597936009
3878900270,416156.59397026256
8091600080,214815.3196964324
1112000035,336907.59088635334
2228900270,296823.27693816426
6648701740,291755.09230514936
1245003740,645966.9855237395
2174503441,529412.6710096617
7708250010,313898.7036158357
6072300110,561186.9684040851
2329800140,241594.84919707497
1494300040,526199.6283733868
3832050130,275905.1992204034
7203100730,925443.6446170459
7199330170,495502.9567461804
7785000220,692360.9984434608
1250201175,391959.0382163776
4054500180,1012442.9830454348
7905200061,429242.43701544695
3751604895,206721.2306909165
5220300140,252379.94705939892
3323059027,330359.1672507002
8651611980,895594.7068288578
8673400190,560055.103610555
1668500100,858895.4288405936
1023059365,538626.5011555824
3308030060,332324.38477078086
4232400860,1018540.6551153935
2144800615,239882.3808948592
1568100920,926122.3118179352
9406510040,512124.7657201783
2923049421,333396.00833319937
1051000040,1474435.9367608484
2077700042,610478.8088866173
9423800030,286298.988304047
9818700455,633698.3123571635
7133300675,328158.27437459043
4113800550,606886.3258855252
5553300375,1456227.0400773769
2025701530,283934.7921138621
7942601155,454666.44997892145
7524300020,268819.8090409948
2520069100,287496.4318865824
5412300410,227571.8797941124
7504110760,724343.4921275245
2594200350,351585.1021216788
2722059013,231737.4114836343
8078430480,554176.0858000244
1423069162,493684.6612268768
8856001090,168722.49224536368
7000100631,798283.809333532
4222200280,235314.35102047358
7971300050,630932.6311766014
2009001600,220978.3529932418
6619910140,599283.7863825364
2877100985,534416.2221023401
1196000007,349241.0745719287
1330850130,740740.2683299725
6664900410,267369.77719112067
1231001110,362831.99635750725
9235900030,266727.00376302295
9407101840,302920.47514758725
9523103001,455774.0344674718
2149800278,394409.8640668265
7234601198,641507.8839517293
9476700035,363346.94581106945
9297301065,767019.9781848401
518500700,756950.302664695
7843500090,312792.45102180063
6056110780,256100.96413147976
2345700260,354324.4203240961
3509600070,231462.11450743
1431700280,354451.671119467
1623049174,276059.9085789767
3024089049,362698.9629248582
7853340450,392300.2748842855
7732410360,780160.3359189772
1446800995,300780.3000354672
2946000285,214067.49389065773
425079100,472421.5206828946
3876313040,431021.09419346735
1762600260,916611.9979848423
1925069121,587566.3262600108
7443000480,872334.2536680681
7820000015,346609.77554325317
4027701253,498673.78084822843
2826049165,397209.49209311325
5426300060,735495.5250465093
1278000210,161588.99518600828
923000270,330910.6604744421
7657600005,240822.42381420752
3024079057,417083.34662999323
3276180020,294221.8664234137
7304300760,302601.1895985646
3908100020,527927.5454337317
8835400805,713543.0265997662
4051150070,205708.14370770933
3904930530,474311.1066797307
6163900971,353636.2882724251
7942600310,449140.8561267685
4365700330,231003.86744588977
423059207,285362.17713554425
3992700265,365039.48399220535
7177300090,476248.08426020166
2540820010,601986.1257363214
5700002510,1049351.9913290087
5201000030,569865.0235129244
7631800015,1560816.1160297033
2922702965,654757.6820753008
1525059198,897750.5244364914
1245003160,710881.7681064614
3810000455,317572.2841110485
7855600080,644454.4068477474
5701500030,1209059.3977032811
7504020400,615801.020075821
1402600570,312310.34937151376
7575610760,260746.60741994256
8731990370,367343.1288699593
5021900090,829317.3244427687
290000075,391315.8793975768
2841500010,511875.8477318202
3955900830,422106.68936545734
7852110140,565896.2877872983
1311400350,256997.8769254502
7773800015,515939.2245568343
4123400320,504921.7265172951
2725069157,875138.7418552166
666000143,846091.15734336
5101408678,516000.5207497293
6371000026,373037.5359098638
2024059084,571819.2850393617
7283900036,317715.8837026221
8881900230,775615.2208807304
3959400135,295716.46514739766
7696610270,234892.02094155573
1689400150,809385.0445227408
5103900015,404054.4926851051
1441000350,472681.5249718967
5101408735,352430.84207700944
3126059027,1990944.6219296467
2320069014,456278.39938021
9541600015,632532.9575372067
8682320420,705152.9939257336
1562200090,602527.686878355
3395070980,544176.6731623305
7349600230,255811.04561518016
522049122,276923.50518258155
869700060,284211.2605287616
811000055,1196778.0462809517
1221059176,410017.6699089923
1523059103,440711.41292981175
2025760210,778036.0935424882
9218400088,328109.94748467184
8682292020,439189.7773224185
2623089135,436835.5503436645
3758900259,1368573.3031334945
524069049,556203.7688652723
3121500150,871036.8423032233
5581400080,810279.1043486602
8087800020,464358.1251196291
4070700290,656539.9244980926
3296000170,613148.9806929445
9238500040,560169.7373883622
2744600040,342467.2372710382
6813600380,631729.7046801877
6140100150,460217.450025797
2201500555,473725.50054744387
2600110250,627662.8171379899
4337000275,143540.78394914407
1186000150,545095.84105928
1972201963,516336.90109935484
1105000745,388290.0079425916
2887700560,598020.9265210474
4039700080,766684.262114418
522049104,302166.4479019519
4202400078,251622.052462964
7520000695,214929.2299168161
7714000310,395433.09388389933
4319200060,592144.5675420581
8624700015,607279.6592220096
5104520610,300849.4131592447
